PMC_ID	PMC_Year	Journal	IF	Article Title	Type of paper	Secondary analysis	Data availability statement (yes/no)	Data availability with explaination(yes/no)	Data availability (yes/no)	"If Data availability = yes, where do they share data? (SRA/GEO/other)"	"If other database, specifiy which one"	Code availability statement (Yes/No)	Code availability (Yes/No (reason))	Code availability (Yes/No)	Reproducibility	"If Code availability = yes,  What kind of code do they share?"	"If Code availability = yes, where do they share code (supplementary/ GitHub/ other)"	"If Code availability = yes, do they share the code as notebook or R markdown file (.Rmd)? (yes/no)"	"If yes, notebook/Rmd"	"If yes, single/ multiple"	Summary data (yes/ no/ partial)	Number of citations	Gender of the PI	"Experience of PI/ Last author (Check their profile or webpage to see whether they are an associate/ assistant/ professor/ professor emiretus, etc)"	PI/ last author's training background - CS/ Bioinformatics/ Other	PI (last author's) education level - PhD/PostDoc/ Master's etc	First author's education level	First author's training background (CS/ Bioinformatics/ Other)
PMC7852121	2021	BMC_Bioinformatics	3.4	Search for SINE repeats in the rice genome using correlation-based position weight matrices	Research article	yes	yes					no	no	no								0	Male	Professor	Other	Phd	Phd	Bioinformatics
PMC8340473	2021	Genome_Biol	15.1	Community-wide hackathons to identify central themes in single-cell multi-omics	Research article	yes	no					no	no	no							no	1	Female	Director of Division	"Other, Computational Biology"	Phd	Phd	Other
PMC7845089	2021	Genome_Med	12	Highly elevated polygenic risk scores are better predictors of myocardial infarction risk early in life than later	Research article	yes	yes					no	no	no							no	7	Male	Professor	Other	Phd	Phd	Bioinformatics
PMC7611259	2021	Nat_Genet	41.3	Shared genetic pathways contribute to risk of hypertrophic and dilated cardiomyopathies with opposite directions of effect	Research article	yes	yes					no	no	no							no	29						
PMC7897485	2021	Nucleic_Acids_Res	19.3	A programmable omnipotent Argonaute nuclease from mesophilic bacteria Kurthia massiliensis’	Research article	yes	no					no	no	no							no	7	Female	Associate Professor	Other	Postdoc		
PMC5139036	2016	BMC_Bioinformatics	2.5	Integrating mean and variance heterogeneities to identify differentially expressed genes	Research article	yes	yes					no	no	no								4	Male	Assistant Professor 	Other	PostDoc	Phd	Biostatistics
PMC4826549	2016	BMC_Bioinformatics	2.5	Structured feature selection using coordinate descent optimization	Research article	yes	no					no	no	no								28	Male	Professor			Phd	CS
PMC5259871	2016	BMC_Bioinformatics	2.5	Dynamic epigenetic mode analysis using spatial temporal clustering	Research article	yes	yes					no	no	no								3						
PMC5075203	2016	BMC_Bioinformatics	2.5	Subcellular protein expression models for microsatellite instability in colorectal adenocarcinoma tissue images	Research article	yes	yes					yes	no (Available upon request)	no								1	Male	Professor	CS	Phd	Phd	
PMC5259813	2016	BMC_Bioinformatics	2.5	"Prediction of HIV-1 protease cleavage site using a combination of sequence, structural, and physicochemical features"	Research article	yes	yes				supplementary file	no	no (Available upon request)	no								26	Female	Associate Professor	CS and Bioinformatics	Phd	Phd	Biomedical Informatics
PMC4934005	2016	Genome_Biol	11.2	Single-cell genome-wide bisulfite sequencing uncovers extensive heterogeneity in the mouse liver methylome	Research article	yes	no				Babraham website	no	no	no								105	Male	Professor	Other	Phd		
PMC5006368	2016	Genome_Biol	11.2	Topoisomerase II beta interacts with cohesin and CTCF at topological domain borders	Research article	yes	yes				other website	no	no	no								193						
PMC4734871	2016	Genome_Biol	11.2	External signals shape the epigenome	Research article	yes	no					no	no	no								1						
PMC4823857	2016	Genome_Biol	11.2	Design and computational analysis of single-cell RNA-sequencing experiments	Research article	yes	no					no	no	no								443	Female	Professor	Other Mathematics	Phd	Phd	Other Statistics
PMC4964047	2016	Genome_Biol	11.2	Selected heterozygosity at cis-regulatory sequences increases the expression homogeneity of a cell population in humans	Research article	yes	yes					no	no	no								7	Male	Assistant Professor	"Other , Biological Sciences"	Phd	Phd	Bioinformatics
PMC4797182	2016	Genome_Med	7.1	Exploring the implications of distinct mutational signatures and mutation rates in aging and cancer	Research article	yes	no					no	no	no								16	Male	Professor	Other	Phd		
PMC4835935	2016	Genome_Med	7.1	Microbiome mediation of infections in the cancer setting	Research article	yes	no					no	no	no								72	Male	Professor	Other	MD	MD	Other
PMC4992240	2016	Genome_Med	7.1	Migraine genetics: from genome-wide association studies to translational insights	Research article	yes	no					no	no	no								25	Male	Associate Member	Other	MD and Phd	Phd	Computational Biology
PMC5041586	2016	Genome_Med	7.1	qKAT: a high-throughput qPCR method for KIR gene copy number and haplotype determination	Research article	yes	yes					no	no (Available upon request)	no								17						
PMC5513182	2016	Nat_Biotechnol	42	Blood pressure regulation by CD4+ lymphocytes expressing choline acetyltransferase	Research article	yes	no					no	no (Available upon request)	no								56	Male	Professor	Other	MD	MD and Phd	Other
PMC4811732	2016	Nat_Genet	28	"Mutations in nuclear pore genes NUP93, NUP205, and XPO5 cause steroid resistant nephrotic syndrome"	Research article	yes	no					no	no	no								142	Male	Professor	Other	MD		
PMC5238942	2016	Nat_Genet	28	Mycobacterium tuberculosis Lineage 4 comprises globally distributed and geographically restricted sublineages	Research article	yes	yes					no	no	no								286	Male	Associate Professor	Other	PostDoc	Phd	CS
PMC5042855	2016	Nat_Genet	28	Transcription factors mediate condensin recruitment and global chromosomal organization in fission yeast	Research article	yes	no					no	no	no								66	Male	Professor	Other	Phd	Phd	Other
PMC5042863	2016	Nat_Genet	28	"The genetics of blood pressure regulation and its target organs from association studies in 342,415 individuals"	Research article	yes	no				supplementary file	no	no	no								353	Female	Professor	Other	PostDoc		
PMC5131845	2016	Nat_Genet	28	Genome-wide association analyses identify new susceptibility loci for oral cavity and pharyngeal cancer	Research article	yes	no					no	no	no								127	Male	Other	Other	Phd	Phd	Other
PMC5045719	2016	Nat_Methods	25	DSBCapture: in situ capture and direct sequencing of dsDNA breaks	Research article	yes	no					no	no (Available upon request)	no	Pipeline		Others(Supplementary)		no			108	Male	Professor	Other	Phd		
PMC5001604	2016	Nucleic_Acids_Res	10.2	Splice-switching antisense oligonucleotides as therapeutic drugs 	Research article	yes	no					no	no	no								317	Female	Professor	Other	PostDoc	Phd	Other
PMC4838366	2016	Nucleic_Acids_Res	10.2	"Defective histone supply causes condensin-dependent chromatin alterations, SAC activation and chromosome decatenation impairment "	Research article	yes	no					no	no	no								15	Male			Phd	Phd	Other Molecular Biology and Genetics
PMC4987919	2016	Nucleic_Acids_Res	10.2	BetaSCPWeb: side-chain prediction for protein structures using Voronoi diagrams and geometry prioritization	Research article	yes	no					no	no	no								24	Male	Professor	Other	Phd	Phd	Other
PMC5379749	2017	BMC_Bioinformatics	2.6	Guide Picker is a comprehensive design tool for visualizing and selecting guides for CRISPR experiments	Research article	yes	yes					yes	no (Link Expired)	no								31	Male	VP	Other 	Masters	Phd	Other
PMC5773911	2017	BMC_Bioinformatics	2.6	Predicting enhancers with deep convolutional neural networks	Research article	yes	yes					no	no (Available upon request)	no								73						
PMC5568075	2017	BMC_Bioinformatics	2.6	A regulation probability model-based meta-analysis of multiple transcriptomics data sets for cancer biomarker identification	Research article	yes	yes					yes	no (Link Expired)	no								0						
PMC5260008	2017	BMC_Bioinformatics	2.6	FuGePrior: A novel gene fusion prioritization algorithm based on accurate fusion structure analysis in cancer RNA-seq samples	Research article	yes	yes					no	no (Link Expired)	no								7	Female	Assistant Professor	Bioinformatics	Phd	Phd 	CS
PMC5663038	2017	Genome_Biol	11.6	Comparative epigenomics in the Brassicaceae reveals two evolutionarily conserved modes of PRC2-mediated gene regulation.	Research article	yes	yes					no	no	no								10	Male	Professor			Phd	Computational Biology
PMC5412043	2017	Genome_Biol	11.6	Unraveling the clonal hierarchy of somatic genomic aberrations	Research article	yes	yes				dbGaP	no	no	no								98	Female	Professor	Other	Phd	Phd	Other
PMC5320668	2017	Genome_Biol	11.6	epiG: statistical inference and profiling of DNA methylation from whole-genome bisulfite sequencing data	Research article	yes	yes					yes	no (Link Expired)	no								9	Male	Professor	Other	Postdoc	Postdoc	Other
PMC5561556	2017	Genome_Med	9	A practical guide to single-cell RNA-sequencing for biomedical research and clinical applications	Research article	yes	no					no	no	no								504	Male	Researcher	Other	Phd	Phd	Other
PMC5729609	2017	Genome_Med	9	Mapping a shared genetic basis for neurodevelopmental disorders	Research article	yes	no					no	no	no								24	Male	Associate Professor	Other	Postdoc		Bioinformatics
PMC5477758	2017	Genome_Med	9	Computing patient data in the cloud: practical and legal considerations for genetics and genomics research in Europe and internationally	Research article	yes	no					no	no	no								32	Male	Head of Department	Other	Postdoc	Phd	Other
PMC5704398	2017	Genome_Med	9	Recurrent de novo mutations in neurodevelopmental disorders: properties and clinical implications	Research article	yes	yes					no	no	no								99	Male	Professor	"Other, Molecular Genetics"	Phd	Phd	Other Statistical Genetics
PMC5462879	2017	Nat_Biotechnol	36	In vivo genome editing and organoid transplantation models of colorectal cancer	Research article	yes	no					no	no	no								227	Male	Associate Professor	Other	"MD, Postdoc"	Postdoc	Other
PMC5388574	2017	Nat_Biotechnol	36	Increasing the genome-targeting scope and precision of base editing with engineered Cas9-cytidine deaminase fusions	Research article	yes	no					no	no	no								596	Male	Professor	Other	Phd	Phd	Other
PMC5621629	2017	Nat_Genet	27.2	Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis	Research article	yes	yes				UK Biobank	no	no	no								311	Male	Professor	Other Statistical Genetics	Phd	Phd	Genetics
PMC5737898	2017	Nucleic_Acids_Res	11.6	LDB1-mediated enhancer looping can be established independent of mediator and cohesin	Research article	yes	no					no	no	no								42	Female	Senior Investigator		Phd	Phd	Other Molecular Genetics
PMC5389708	2017	Nucleic_Acids_Res	11.6	Cytidine deaminase efficiency of the lentiviral viral restriction factor APOBEC3C correlates with dimerization	Research article	yes	no					no	no	no								41	Female	Professor	Other	Postdoc	Postdoc	Other
PMC5753376	2017	Nucleic_Acids_Res	11.6	The SysteMHC Atlas project	Research article	yes	no					no	no	no								104	Male	Assistant Professor	Bioinformatics	Postdoc	Postdoc	Other 
PMC6038323	2018	BMC_Bioinformatics	3	A deep learning approach to bilingual lexicon induction in the biomedical domain	Research article	yes	no					yes	no (Available upon request)	no								11	Female	Professor	CS	Phd	Phd	CS
PMC6245584	2018	BMC_Bioinformatics	3	Computational discovery of direct associations between GO terms and protein domains	Research article	yes	yes				GODomainMiner	no	no	no								4	Female	Research Officer	CS	Phd	Phd	CS
PMC6020218	2018	BMC_Bioinformatics	3	ToTem: a tool for variant calling pipeline optimization	Research article	yes	no					yes	no (Link expired)	no								1	Female	Professor			Phd	Other Genetics
PMC5796405	2018	BMC_Bioinformatics	3	Grid-based prediction of torsion angle probabilities of protein backbone and its application to discrimination of protein intrinsic disorder regions and selection of model structures	Research article	yes	no					yes	no (Link expired)	no								13	Male	Professor	Other	Postdoc	Phd	Other
PMC6203279	2018	Genome_Biol	12	Canonical and single-cell Hi-C reveal distinct chromatin interaction sub-networks of mammalian transcription factors	Research article	yes	yes					no	no	no								26	Male	Senior Investigator	Other	Phd		
PMC5759268	2018	Genome_Biol	12	Epigenetic supersimilarity of monozygotic twin pairs	Research article	yes	yes					no	no	no								69	Male	Professor	Other Genetics	Postdoc	Phd	CS
PMC5815211	2018	Genome_Biol	12	Ageing-associated DNA methylation dynamics are a molecular readout of lifespan variation among mammalian species	Research article	yes	yes					no	no	no								45	Male	Professor	Other Epigenetics	Postdoc	Phd	Other
PMC6097284	2018	Genome_Biol	12	Linking the International Wheat Genome Sequencing Consortium bread wheat reference genome sequence to wheat genetic and phenomic data	Research article	yes	yes				URGI	no	no	no								167	Male	Leader	Bioinformatics	Postdoc		
PMC5870483	2018	Genome_Biol	12	Pulling the genome in opposite directions to dissect gene networks	Research article	yes	no					no	no	no								1	Male	Professor	Other Genetics	Phd	Phd	Other
PMC6036703	2018	Genome_Biol	12	Splicing heterogeneity: separating signal from noise 	Research article	yes	no					no	no	no								43	Male	Senior Investigator	Other	Postdoc	Phd	
PMC6162943	2018	Genome_Med	11	Advanced model systems and tools for basic and translational human immunology 	Research article	yes	no					no	no	no								66	Male	Professor	Other	Phd	Phd	Other
PMC5902843	2018	Genome_Med	11	Integrative analysis reveals functional and regulatory roles of H3K79me2 in mediating alternative splicing 	Research article	yes	yes					no	no	no								26	Male	Professor	Other	Phd	MS	Other
PMC6309089	2018	Genome_Med	11	Polygenic risk scores: a biased prediction? 	Research article	yes	no					no	no	no								82	Male	Professor	Other	Postdoc	Phd	"Other, Genetics"
PMC5968547	2018	Genome_Med	11	Antifungal immune responses: emerging host–pathogen interactions and translational implications 	Research article	yes	no					no	no	no								9	Male	Professor	Other	Postdoc	Phd	"Other, Genetics"
PMC6208080	2018	Genome_Med	11	"Distinct microbes, metabolites, and ecologies define the microbiome in deficient and proficient mismatch repair colorectal cancers "	Research article	yes	yes					no	no	no								83	Male	Assistant Professor	Other	Phd	Phd	Other
PMC6526074	2018	Nat_Biotechnol	32	RNAi Modulation of Placental sFLT1 for the Treatment of Preeclampsia. 	Research article	yes	no					no	no	no								104	Female	Professor	Other	Postdoc	Postdoc	Other
PMC5898373	2018	Nat_Genet	25.5	Refining the accuracy of validated target identification through coding variant fine-mapping in type 2 diabetes 	Research article	yes	yes				DIAGRAM consortium	no	no	no								291	Male	Executive Director	Other	MD	Phd	Other
PMC5896734	2018	Nat_Genet	25.5	Genome-wide analyses using UK Biobank data provide insights into the genetic architecture of osteoarthritis 	Research article	yes	no				UK Biobank	no	no	no								182	Female	Group Leader	"Other, Genetics"	Postdoc		
PMC5934350	2018	Nat_Genet	25.5	Comparison of methods that use whole genome data to estimate the heritability and genetic architecture of complex traits	Research article	yes	no				UK Biobank	no	no	no								202	Male	Professor	Other	Phd	Phd	"Other, Genetics"
PMC5935235	2018	Nat_Genet	25.5	Regulatory variants at KLF14 influence type 2 diabetes risk via a female-specific effect on adipocyte size and body composition	Research article	yes	yes					no	no	no								113	Male	Executive Director	Other	MD	Phd	"Other, Genetics"
PMC5942247	2018	Nat_Genet	25.5	A large electronic health record-based genome-wide study of serum lipids	Research article	yes	yes				UK Biobank	no	no	no								197	Male	Professor	"Other, Biomaths"	Phd	Phd	CS
PMC6345375	2018	Nat_Methods	28.5	Modified aptamers enable quantitative sub-10-nm cellular DNA-PAINT imaging	Research article	yes	yes					no	no	no								123	Male	Professor	Other	Postdoc	Postdoc	Other
PMC6204345	2018	Nat_Methods	28.5	All-optical synaptic electrophysiology probes mechanism of ketamine-induced disinhibition	Research article	yes	no					yes	no (Available upon request)	no	Analytical							24	Male	Professor	Other	Phd	Phd	Other
PMC6212719	2018	Nucleic_Acids_Res	11.2	RbpA relaxes promoter selectivity of M. tuberculosis RNA polymerase	Research article	yes	no					no	no	no								14					Postdoc	Other
PMC6009581	2018	Nucleic_Acids_Res	11.2	"Methylation guide RNA evolution in archaea: structure, function and genomic organization of 110 C/D box sRNA families across six Pyrobaculum species"	Research article	yes	yes					no	no	no								8					Phd	Bioinformatics
PMC4908329	2016	Bioinformatics	7.3	A convex optimization approach for identification of human tissue-specific interactomes	Research article	yes						yes	no (Link Expired)	no		no						12	Male	Professor 	CS	Phd	Phd	CS
PMC4908319	2016	Bioinformatics	7.3	Privacy-preserving microbiome analysis using secure computation	Research article	yes						yes	no (Link Expired)	no		no						22	Male	Professor	Cs	Phd		
PMC4920110	2016	Bioinformatics	7.3	Phasing for medical sequencing using rare variants and large haplotype reference panels	Research article	yes						yes	no (Link Expired)	no		no						21	Male	Director	Other	Phd	Phd	Other Machine Learning
PMC5351549	2016	Bioinformatics	7.3	Training alignment parameters for arbitrary sequencers with LAST-TRAIN	Research article	yes						yes	no (Link not accessible)	no	Tool	no						54	Male	Professor	Bioinformatics	PostDoc	Phd	Bioinformatics
PMC6540526	2019	Genome_Med	11	Prognostic value of B cells in cutaneous melanoma	Research article	yes	yes					no	no	no							no	50	Male	Assistant Professor 	Other	MD	Phd	Bioinformatics
PMC4889955	2016	Nucleic_Acids_Res	10.2	The logic of DNA replication in double-stranded DNA viruses: insights from global analysis of viral genomes	Research article	yes	no					no	no 	no								67	Male	Professor	Other	PostDoc	Phd	Other
PMC6030935	2018	Nucleic_Acids_Res	11.2	IUPred2A: context-dependent prediction of protein disorder as a function of redox state and protein binding	Research article	yes	no					no	yes	yes		Pipeline	Other (Website)	no			no	575	Female	Professor	Other	Postdoc	Postdoc	Other
PMC6612824	2019	Bioinformatics	5.6	Prediction of mRNA subcellular localization using deep recurrent neural networks	Research article	yes	no					yes	yes	yes		Package	GitHub	no			no	46	Male	Professor	CS	Postdoc	Phd	CS
PMC6792070	2019	Bioinformatics	5.6	The TMCrys server for supporting crystallization of transmembrane proteins	Research article	yes	no					yes	yes	yes		Package	GitHub	no			no	13	Male	Member 	Other	Phd	Phd	Molecular Genetics
PMC6612899	2019	Bioinformatics	5.6	PRECISE: a domain adaptation approach to transfer predictors of drug response from pre-clinical models to tumors	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	29	Male	Director of Reseach	CS	Phd	Phd	Other
PMC6612898	2019	Bioinformatics	5.6	MCS2: minimal coordinated supports for fast enumeration of minimal cut sets in metabolic networks	Research article	yes	no					yes	yes	yes		tool	GitHub	no			no	42	Male	Lecturer	CS	Phd	MS	CS
PMC6954654	2019	Bioinformatics	5.6	scRNABatchQC: multi-samples quality control for single cell RNA-seq data	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	9	Male	Chair	Biostatistics	Phd	Phd	Bioinformatics
PMC6761931	2019	Bioinformatics	5.6	GREP: genome for REPositioning drugs	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	12	Male	Professor	Statistical genetics	"MD,Phd"	Phd	Genetics
PMC6612875	2019	Bioinformatics	5.6	Representation transfer for differentially private drug sensitivity prediction	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	32	Male	Professor	CS	Phd		
PMC6612853	2019	Bioinformatics	5.6	Drug repositioning based on bounded nuclear norm regularization	Research article	yes	no					yes	yes	yes		Tool	GitHub	no			yes	29	Male	Professor	CS	Phd	Phd	CS
PMC6761967	2019	Bioinformatics	5.6	Driver network as a biomarker: systematic integration and network modeling of multi-omics data to derive driver signaling pathways for drug combination prediction	Research article	yes	no					no	yes	yes		Tool	GitHub	no			no	43	Male	Professor	CS	Postdoc	Phd	CS
PMC6734328	2019	BMC_Bioinformatics	3.8	BINDER: computationally inferring a gene regulatory network for Mycobacterium abscessus	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	72	Female	Professor	Other	Postdoc	Md	Other
PMC6941187	2019	BMC_Bioinformatics	3.8	Venn-diaNet : venn diagram based network propagation analysis framework for comparing multiple biological experiments	Research article	yes	no					yes	yes	yes		tool	GitHub	no			yes	37	Male	Professor	CS	Phd	Phd	Bioinformatics
PMC6421703	2019	BMC_Bioinformatics	3.8	MGSEA – a multivariate Gene set enrichment analysis	Research article	yes	yes					yes	yes	yes		tool	downloadable file	no			no	30	Male	Associate Researcher	CS	Phd	Postdoc	Bioinformatics
PMC6423771	2019	Genome_Biol	9.5	Measuring the reproducibility and quality of Hi-C data	Research article	yes	yes					yes	yes	yes		Package	GitHub + Zenodo	no			yes	48	Male	Professor	CS	Phd	Postdoc	Computional Biology
PMC6472072	2019	Genome_Biol	9.5	Bazam: a rapid method for read extraction and realignment of high-throughput sequencing data	Research article	yes	yes					yes	yes	yes		tool	Zenodo	no			yes	10	Female	Head 	Other 	Phd	Phd	Bioinformatics
PMC6927181	2019	Genome_Biol	9.5	normalization and variance stabilization of single-cell RNA-seq data using regularized negative binomial regression	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	39	Male	Associate Professor	"Other, Statistics"	Phd	Postdoc	Computional Biology
PMC6883653	2019	Genome_Biol	9.5	ReorientExpress: reference-free orientation of nanopore cDNA reads with deep learning	Research article	yes	yes					yes	yes	yes		Package	GitHub + Zenodo	no			yes	23	Male	Professor	Other	Phd		
PMC6927166	2019	Genome_Biol	9.5	tmap: an integrative framework based on topological data analysis for population-scale microbiome stratification and association studies	Research article	yes	yes					yes	yes	yes		Package	GitHub + Zenodo	no			yes	62						
PMC6917484	2019	Nat_Genet	28	The impact of short tandem repeat variation on gene expression	Research article	yes	yes					yes	yes	yes		Package	GitHub	yes	notebook	multiple	yes	68	Female	Assistant Professor 	"CS, Bioinformatics"	Phd	Phd	Bioinformatics
PMC6726478	2019	Nat_Genet	28	Inferring whole-genome histories in large population datasets	Research article	yes	yes					yes	yes	yes		Package	GitHub	yes	notebook	single	yes	60	Male	Professor	Other	BA	Postdoc	CS
PMC7610650	2019	Nat_Genet	28	Determining protein structures using deep mutagenesis	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	73	Male	Professor	Other	Postdoc	Phd	Other
PMC7098173	2019	Nat_Methods	31	Benchmarking algorithms for gene regulatory network inference from single-cell transcriptomic data	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	54	Male	Professor	CS	Phd	Phd	CS
PMC7145620	2019	Nucleic_Acids_Res	11.5	CAUSALdb: a database for disease/trait causal variants identified using summary statistics of genome-wide association studies	Research article	yes	no					no	yes	yes		pipeline	GitHub	no			yes	57	Male	Professor	Bioinformatics	Postdoc	Phd	Other
PMC7355292	2020	Bioinformatics	6.9	MHCAttnNet: predicting MHC-peptide bindings for MHC alleles classes I and II using an attention-based deep neural model	Research article	yes	no					yes	yes	yes		Package	github	no			no	48	Male	Professor	CS	Phd	MS	CS
PMC7355262	2020	Bioinformatics	6.9	Unsupervised topological alignment for single-cell multi-omics integration	Research article	yes	no					yes	yes	yes		Package	GitHub	no			no	27	Male	Professor	Other	Phd	Phd	Bioinformatics
PMC7355291	2020	Bioinformatics	6.9	Copy number evolution with weighted aberrations in cancer	Research article	yes	no					yes	yes	yes		Package	GitHub	no			no	60	Male	Professor	Other	Phd	Phd	CS
PMC7750928	2020	Bioinformatics	6.9	LuxUS: DNA methylation analysis using generalized linear mixed model with spatial correlation	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	23	Male	Associate Professor			Phd	CS
PMC8336998	2020	Bioinformatics	6.9	quicksom: Self-Organizing Maps on GPUs for clustering of molecular dynamics trajectories	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	8	Male				Phd	Bioinformatics
PMC8352503	2020	Bioinformatics	6.9	MethPanel: a parallel pipeline and interactive analysis tool for multiplex bisulphite PCR sequencing to assess DNA methylation biomarker panels for disease detection	Research article	yes	no					yes	yes	yes		Package	GitHub	no			no	17	Female	Professor	Other	Postdoc	Phd	Bioinformatics
PMC7355251	2020	Bioinformatics	6.9	TopicNet: a framework for measuring transcriptional regulatory network change	Research article	yes	no					yes	yes	yes		Package	GitHub	no			yes	47	Male	Professor	Bioinformatics	Postdoc	Postdoc	Bioinformatics
PMC7320608	2020	Bioinformatics	6.9	gplas: a comprehensive tool for plasmid analysis using short-read graphs	Research article	yes	no					yes	yes	yes		Package	gitlab	no			no	15	Female	Head of Group	Bioinformatics	Postdoc	Phd	Bioinformatics
PMC7355259	2020	Bioinformatics	6.9	The locality dilemma of Sankoff-like RNA alignments	Research article	yes	no					yes	yes	yes		Package	GitHub	yes	notebook	multiple	yes	29	Male	Professor	CS	Phd	MS	Bioinformatics
PMC8097688	2020	Bioinformatics	6.9	selectBoost: a general algorithm to enhance the performance of variable selection methods	Research article	yes	no					yes	yes	yes		Pipeline	CRAN	no			no	52	Female	Lecturer	Other	Phd	Phd	Other
PMC7288679	2020	BMC_Bioinformatics	3.5	PhyteByte: identification of foods containing compounds with specific pharmacological properties	Research article	yes	yes					no	yes	yes		Tool	GitHub	yes	notebook	multiple	yes	25	Male	Assistant Professor	Other	Phd	Postdoc	Other
PMC7372900	2020	BMC_Bioinformatics	3.5	LogicNet: probabilistic continuous logics in reconstructing gene regulatory networks	Research article	yes	yes					no	yes	yes		Package	GitHub	no			yes	43	Male	Associate Professor			Phd	Other
PMC7191778	2020	BMC_Bioinformatics	3.5	2SigFinder: the combined use of small-scale and large-scale statistical testing for genomic island detection from a single genome	Research article	yes	yes					no	yes	yes		Matlab	GitHub	no			no	46	Male	Assistant Professor	Other	Phd	Phd	Other
PMC7014945	2020	BMC_Bioinformatics	3.5	GARS: Genetic Algorithm for the identification of a Robust Subset of features in high-dimensional datasets	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	35						
PMC7068914	2020	BMC_Bioinformatics	3.5	Dynamic incorporation of prior knowledge from multiple domains in biomarker discovery	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	27	Female	Assistant Professor	Other	MD	Phd	Other
PMC7444084	2020	Genome_Biol	11.7	GBAT: a gene-based association test for robust detection of trans-gene regulation	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	42	Male	Associate Professor	Bioinformatics	Phd	Postdoc	"Other, Genetics"
PMC7384222	2020	Genome_Biol	11.7	Bayesian model selection reveals biological origins of zero inflation in single-cell transcriptomics	Research article	yes	no					no	yes	yes		Package	GitHub	no			no	33	Male	Professor	"Other, Biostatistics"	Phd	Postdoc	CS
PMC7477834	2020	Genome_Biol	11.7	Long-read-based human genomic structural variation detection with cuteSV	Research article	yes	yes					yes	yes	yes		Package	Zenodo	no			yes	53	Male	Professor	CS	MS	BS	Bioinformatics
PMC7104480	2020	Genome_Biol	11.7	Avocado: a multi-scale deep tensor factorization method learns a latent representation of the human epigenome	Research article	yes	yes				ENCODE	yes	yes	yes		Package	Zenodo/GitHub	no			yes	54	Male	Professor	CS	Phd	Postdoc	CS
PMC7291511	2020	Genome_Biol	11.7	SURF: integrative analysis of a compendium of RNA-seq and CLIP-seq datasets highlights complex governing of alternative transcriptional regulation by RNA-binding proteins	Research article	yes	no					no	yes	yes		Package	GitHub	yes (partial)	Rmd	single	no	81	Female	Professor	Other	Phd	Phd	Other
PMC7236505	2020	Genome_Biol	11.7	tappAS: a comprehensive computational framework for the analysis of the functional impact of differential splicing	Research article	yes	yes					yes	yes	yes		Software	GitHub	no			yes	138	Female	Professor	Other 	Phd	Phd	Bioinformatics
PMC7017486	2020	Genome_Biol	11.7	Genotyping structural variants in pangenome graphs using the vg toolkit	Research article	yes	yes					yes	yes	yes		Package	Zenodo/GitHub	no			yes	61	Male	Associate Professor	CS	Postdoc	Phd	Other
PMC7081711	2020	Genome_Med	11.1	Methylome-based cell-of-origin modeling (Methyl-COOM) identifies aberrant expression of immune regulatory molecules in CLL	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			no	94	Male	Professor		Phd	Phd	Bioinformatics
PMC7768597	2020	Genome_Med	11.1	Statistical power in COVID-19 case-control host genomic study design	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	29	Female	Associate Professor	"Other, Biostatistics"	Postdoc	Phd	Other Statistics
PMC7687775	2020	Genome_Med	11.1	Genetic feature engineering enables characterisation of shared risk factors in immune-mediated diseases	Research article	yes	yes					yes	yes	yes		Package	Zenodo/GitHub	no			yes	65	Male	Director of Research	"Other, Genetics"	Phd	Phd	
PMC7878194	2020	Nat_Biotechnol	55	Context-aware dimensionality reduction deconvolutes gut microbial community dynamics	Research article	yes	yes					yes	yes	yes		Tool	GitHub	yes	notebook	multiple	yes	18	Male	Professor	Other	Phd	Phd	Bioinformatics
PMC7343608	2020	Nat_Genet	38.3	Mendelian randomization accounting for correlated and uncorrelated pleiotropic effects using genome-wide summary statistics	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	67	Male	Associate Professor	CS	Phd	Phd	"Other, Biostatistics"
PMC7610467	2020	Nat_Genet	38.3	Evolutionary dynamics of neoantigens in growing tumors	Research article	yes	yes					yes	yes	yes		Package	Zenodo	no			yes	19	Male	Professor	Other	Postdoc	Postdoc	"Other, Bioinformatics"
PMC7610464	2020	Nat_Genet	38.3	Phenome-wide Mendelian randomization mapping the influence of the plasma proteome on complex diseases	Research article	yes	yes					yes	yes	yes		Package	GitHub	no			yes	59	Male	Professor	Other	Postdoc	Phd	Other
